category,amt,city,state,lat,long,city_pop,merch_lat,merch_long,age,transaction_hour,transaction_day_of_month,transaction_month,transaction_year,transaction_day_of_week,profession_group,fraud_category_merchant,is_fraud
home,86.25,Palmdale,California,34.5715,-118.0231,171170,34.081448,-117.93101,56,13,10,1,2019,3,Ingeniería y Técnicos,2,0
grocery_pos,59.58,Rocky Mount,Missouri,38.2911,-92.7059,1847,37.646495,-92.14958,31,10,15,1,2019,1,Other,4,0
kids_pets,98.76,Newhall,California,34.3795,-118.523,34882,34.654142,-117.641365,49,20,26,12,2020,5,Other,3,0
misc_pos,9.7,Laguna Hills,California,33.615,-117.7114,45303,33.170491,-118.189259,51,6,31,12,2020,3,Ejecutivos,3,0
kids_pets,37.17,June Lake,California,37.7773,-119.0825,633,38.424495,-118.779948,92,17,6,1,2019,6,Ejecutivos,2,0
health_fitness,53.34,Sun City,California,33.7467,-117.1721,54287,33.864227,-116.907516,47,23,12,1,2019,5,Arte,0,0
entertainment,95.5,Helm,California,36.4992,-120.0936,123,36.131888,-120.98699,47,21,28,12,2020,0,Educación,3,0
home,9.96,Kent,Oregon,45.0838,-120.6649,60,44.999107,-121.196903,78,19,26,12,2020,5,Ejecutivos,2,0
shopping_pos,8.58,Cascade Locks,Oregon,45.671,-121.8686,1288,44.898733,-122.491922,83,0,15,1,2019,1,Other,3,0
gas_transport,49.97,Phoenix,Arizona,33.5623,-112.0559,1312922,32.824697,-111.615493,38,1,13,1,2019,6,Other,2,0
grocery_pos,135.47,Scotts Mills,Oregon,44.9897,-122.6187,1252,45.237393,-122.364948,83,0,26,12,2020,5,Ingeniería y Técnicos,4,0
kids_pets,52.41,Gardiner,Oregon,43.7857,-124.1437,260,44.22493,-124.848318,64,14,28,12,2020,0,Ingeniería y Técnicos,3,0
home,12.35,Claremont,California,34.1092,-117.7183,35705,34.758523,-117.117433,63,13,18,1,2019,4,Other,0,0
grocery_pos,67.67,Phoenix,Arizona,33.8155,-112.1202,1312922,33.299279,-111.212649,21,8,31,12,2020,3,Salud,5,0
personal_care,8.74,Superior,Arizona,33.2887,-111.0985,2872,33.981942,-110.194393,33,23,27,12,2020,6,Ingeniería y Técnicos,3,0
home,9.49,Yellowstone National Park,Wyoming,44.7957,-110.6137,369,44.585663,-111.504905,78,23,17,1,2019,3,Ingeniería y Técnicos,2,0
health_fitness,74.72,Fiddletown,California,38.5234,-120.6763,832,38.282037,-121.463357,32,16,4,1,2019,4,Ejecutivos,2,0
grocery_net,65.54,Sun City,California,33.7467,-117.1721,54287,34.536598,-116.614202,48,9,31,12,2020,3,Arte,2,0
gas_transport,86.68,Kirtland Afb,New Mexico,35.0203,-106.5503,310,35.758974,-106.285752,41,5,18,1,2019,4,Other,0,0
shopping_pos,3.96,Smith River,California,41.9404,-124.1587,1930,42.641991,-123.623921,36,22,14,1,2019,0,Arte,3,0
grocery_net,31.6,Arnold,Missouri,38.4305,-90.387,35439,37.741359,-90.529752,35,11,26,12,2020,5,Other,0,0
gas_transport,58.28,Westerville,Nebraska,41.4193,-99.3844,73,41.776581,-99.16747,84,3,17,1,2019,3,Arte,4,0
gas_transport,87.77,Aurora,Colorado,39.6662,-104.835,389246,39.443375,-104.085388,50,11,5,1,2019,5,Ingeniería y Técnicos,4,0
entertainment,2.51,Crownpoint,New Mexico,35.7206,-108.0271,5662,35.195456,-107.420937,31,18,24,12,2020,3,Ejecutivos,4,0
entertainment,1.92,Honokaa,Hawaii,20.0827,-155.488,4878,19.27023,-154.970972,54,2,28,12,2020,0,Salud,3,0
shopping_pos,4.0,Altonah,Utah,40.3207,-110.436,302,39.506904,-110.986347,29,17,7,1,2019,0,Other,4,0
health_fitness,45.99,Daly City,California,37.6787,-122.478,107941,37.315371,-122.421141,28,20,3,1,2019,3,Other,0,0
personal_care,19.11,Carlotta,California,40.507,-123.9743,1139,41.194915,-123.682191,68,23,10,1,2019,3,Salud,4,0
health_fitness,22.55,Honokaa,Hawaii,20.0827,-155.488,4878,19.616472,-155.278579,54,14,28,12,2020,0,Salud,3,0
misc_pos,37.69,Athena,Oregon,45.8289,-118.4971,1302,45.491092,-117.588614,44,8,31,12,2020,3,Other,2,0
food_dining,37.53,Weeping Water,Nebraska,40.8731,-96.1528,1517,41.853409,-95.560645,68,22,5,1,2019,5,Other,0,0
entertainment,63.26,Wheaton,Missouri,36.7651,-94.0492,760,37.216195,-93.976596,34,20,15,1,2019,1,Ejecutivos,3,0
kids_pets,28.61,Ashford,Washington,46.7531,-121.9898,759,46.437095,-122.302667,64,19,29,12,2020,1,Other,0,0
kids_pets,57.94,Meredith,Colorado,39.3199,-106.6596,61,39.969724,-106.385896,80,17,14,1,2019,0,Ejecutivos,2,0
home,65.06,Smith River,California,41.9404,-124.1587,1930,42.779353,-123.655909,36,20,4,1,2019,4,Arte,0,0
home,35.61,Port Costa,California,38.046,-122.1866,198,38.642271,-121.470835,61,13,28,12,2020,0,Ejecutivos,3,0
entertainment,31.88,Iliff,Colorado,40.7692,-103.0968,648,41.707677,-103.273322,51,18,29,12,2020,1,Other,0,0
misc_pos,8.86,San Diego,California,33.0067,-117.069,1241364,32.663791,-117.029693,60,2,7,1,2019,0,Administradores,3,0
gas_transport,76.99,Santa Monica,California,34.0287,-118.4924,92043,34.807169,-117.656128,59,0,28,12,2020,0,Ingeniería y Técnicos,5,0
misc_pos,148.94,Freedom,Wyoming,43.0172,-111.0292,471,43.453551,-110.460707,53,8,28,12,2020,0,Ejecutivos,2,0
misc_pos,7.63,Mountain Center,California,33.6401,-116.5567,1661,33.582204,-115.830004,31,18,12,1,2019,5,Salud,0,0
shopping_pos,7.93,Kirtland Afb,New Mexico,35.0203,-106.5503,310,34.17584,-106.221827,41,21,9,1,2019,2,Other,0,0
misc_pos,14.73,Napa,California,38.4549,-122.2564,94014,39.064682,-122.956445,35,3,27,12,2020,6,Other,3,0
misc_pos,98.23,Woods Cross,Utah,40.8874,-111.9027,13983,40.824471,-112.195688,41,3,29,12,2020,1,Other,0,0
shopping_pos,248.72,Sun City,California,33.7467,-117.1721,54287,33.360382,-117.425866,48,14,28,12,2020,0,Arte,4,0
misc_pos,5.93,Smith River,California,41.9404,-124.1587,1930,42.389285,-123.62878,37,21,27,12,2020,6,Arte,0,0
home,184.25,Sun City,California,33.7467,-117.1721,54287,34.444509,-117.738556,47,23,11,1,2019,4,Arte,2,0
misc_net,351.92,Fields Landing,California,40.7268,-124.2174,276,41.058561,-124.726211,91,10,29,12,2020,1,Ingeniería y Técnicos,4,0
misc_net,8.64,Espanola,New Mexico,35.9866,-106.0654,18408,35.560671,-106.515204,48,6,28,12,2020,0,Ejecutivos,4,0
kids_pets,3.01,Ruidoso,New Mexico,33.3305,-105.6933,8874,32.534218,-104.701996,20,13,27,12,2020,6,Other,3,0
shopping_net,651.01,Mound City,Missouri,40.1362,-95.2138,1631,40.849144,-94.660337,66,7,9,1,2019,2,Other,4,0
misc_pos,66.87,Burbank,Washington,46.1966,-118.9017,3684,46.113919,-119.821778,39,4,31,12,2020,3,Arte,3,0
gas_transport,68.72,Centerview,Missouri,38.7897,-93.8702,2368,38.188897,-93.578627,31,8,30,12,2020,2,Ingeniería y Técnicos,3,0
misc_pos,9.38,Holstein,Nebraska,40.4542,-98.6538,331,40.754736,-98.037487,70,5,31,12,2020,3,Other,3,0
gas_transport,50.1,Carlotta,California,40.507,-123.9743,1139,39.821158,-124.754975,69,10,29,12,2020,1,Salud,3,0
kids_pets,25.47,American Fork,Utah,40.3928,-111.7941,42384,40.803909,-111.955832,28,19,24,12,2020,3,Other,2,0
grocery_pos,41.41,Glendale,California,34.1556,-118.2322,172817,34.960676,-118.175196,38,5,28,12,2020,0,Other,4,0
gas_transport,51.84,Gardiner,Oregon,43.7857,-124.1437,260,44.047555,-123.800294,63,5,1,1,2019,1,Ingeniería y Técnicos,2,0
travel,4.08,Superior,Arizona,33.2887,-111.0985,2872,34.011444,-111.524041,32,22,3,1,2019,3,Ingeniería y Técnicos,0,0
personal_care,12.45,Issaquah,Washington,47.4974,-122.0107,50489,47.317993,-122.735299,36,15,27,12,2020,6,Other,0,0
shopping_pos,1.19,Sutherland,Nebraska,41.1558,-101.136,1789,40.252047,-100.558799,38,23,31,12,2020,3,Other,3,0
gas_transport,47.85,Manville,Wyoming,42.73,-104.7024,241,42.284824,-103.759815,40,3,28,12,2020,0,Salud,4,0
grocery_net,63.81,Meridian,Idaho,43.6498,-116.4306,84106,43.81903,-115.789571,48,0,19,1,2019,5,Other,0,0
gas_transport,71.84,Monitor,Washington,47.4852,-120.4158,584,48.19873,-120.56607,51,2,25,12,2020,4,Ejecutivos,3,0
grocery_pos,199.81,Sun City,California,33.7467,-117.1721,54287,33.710033,-117.499388,48,3,30,12,2020,2,Arte,4,0
home,62.43,Blairstown,Missouri,38.5319,-93.9221,467,37.691201,-93.849778,70,22,29,12,2020,1,Ejecutivos,4,0
food_dining,22.24,Sprague,Nebraska,40.6267,-96.7456,142,41.541313,-96.390918,52,21,5,1,2019,5,Other,2,0
personal_care,36.61,Freedom,Wyoming,43.0172,-111.0292,471,42.298467,-110.369432,52,14,14,1,2019,0,Ejecutivos,3,0
personal_care,32.85,Santa Monica,California,34.0287,-118.4924,92043,34.630176,-117.518522,59,23,27,12,2020,6,Ingeniería y Técnicos,0,0
shopping_net,29.94,Nelson,Nebraska,40.201,-98.0684,732,40.720518,-98.420714,64,1,29,12,2020,1,Other,5,0
personal_care,82.86,Tomales,California,38.2427,-122.9145,337,38.462425,-122.865512,66,16,27,12,2020,6,Salud,4,0
gas_transport,73.79,Sixes,Oregon,42.825,-124.4409,217,41.853785,-123.878175,92,8,27,12,2020,6,Other,2,0
gas_transport,70.34,Lamy,New Mexico,35.4311,-105.9409,923,34.857849,-105.123794,55,4,7,1,2019,0,Ejecutivos,4,0
shopping_net,648.72,Llano,New Mexico,36.1486,-105.6648,247,36.378846,-106.610246,58,7,6,1,2019,6,Ingeniería y Técnicos,5,0
travel,1.26,Laguna Hills,California,33.615,-117.7114,45303,32.953701,-118.433198,51,20,26,12,2020,5,Ejecutivos,0,0
misc_pos,23.76,Kissee Mills,Missouri,36.6704,-93.0377,1201,36.58365,-92.169792,40,2,27,12,2020,6,Ingeniería y Técnicos,4,0
kids_pets,58.51,Mound City,Missouri,40.1362,-95.2138,1631,39.86666,-94.934907,67,21,26,12,2020,5,Other,3,0
kids_pets,208.7,Parks,Arizona,35.2563,-111.95,759,34.355525,-111.301944,63,23,29,12,2020,1,Ingeniería y Técnicos,2,0
gas_transport,29.17,Llano,New Mexico,36.1486,-105.6648,247,35.455537,-105.392573,59,6,28,12,2020,0,Ingeniería y Técnicos,4,0
grocery_net,12.28,San Jose,California,37.3304,-121.7913,973849,37.602831,-121.568406,23,11,26,12,2020,5,Ingeniería y Técnicos,3,0
misc_pos,40.2,Azusa,California,34.1248,-117.9031,59705,34.505451,-117.994526,37,10,30,12,2020,2,Other,4,0
home,37.0,Matthews,Missouri,36.7154,-89.6287,1019,37.066,-90.200805,40,23,10,1,2019,3,Ingeniería y Técnicos,2,0
home,86.13,Sun City,California,33.7467,-117.1721,54287,33.682714,-117.415783,47,14,15,1,2019,1,Arte,3,0
grocery_net,102.82,Claremont,California,34.1092,-117.7183,35705,34.931184,-117.057592,64,3,29,12,2020,1,Other,0,0
shopping_net,1.8,Santa Monica,California,34.0287,-118.4924,92043,34.438187,-118.173378,59,11,25,12,2020,4,Ingeniería y Técnicos,5,0
shopping_pos,7.69,Paauilo,Hawaii,20.0271,-155.3697,1490,19.968555,-155.053512,28,21,1,1,2019,1,Ingeniería y Técnicos,3,0
shopping_net,15.95,Lakeport,California,39.047,-122.9328,11256,38.45524,-123.112535,48,15,31,12,2020,3,Other,5,0
food_dining,16.17,Carlotta,California,40.507,-123.9743,1139,40.974659,-123.251095,68,15,1,1,2019,1,Salud,3,0
food_dining,2.29,Espanola,New Mexico,35.9866,-106.0654,18408,36.398113,-106.022986,47,12,15,1,2019,1,Ejecutivos,2,0
grocery_net,42.55,Weeping Water,Nebraska,40.8731,-96.1528,1517,41.401049,-95.844396,69,7,27,12,2020,6,Other,2,0
food_dining,20.46,Littleton,Colorado,39.5994,-105.0044,320420,38.967372,-104.937358,44,15,9,1,2019,2,Ingeniería y Técnicos,0,0
shopping_pos,7.41,Altonah,Utah,40.3207,-110.436,302,40.048142,-111.406167,29,20,14,1,2019,0,Other,4,0
shopping_pos,3.6,Norwalk,California,33.9056,-118.0818,105549,33.938891,-118.081363,47,18,29,12,2020,1,Other,4,0
shopping_pos,1.75,Campbell,Nebraska,40.2967,-98.737,493,40.818484,-97.922406,80,5,28,12,2020,0,Other,4,0
home,20.65,Ruidoso,New Mexico,33.3305,-105.6933,8874,32.759179,-105.347391,19,15,14,1,2019,0,Other,0,0
grocery_pos,170.13,Meridian,Idaho,43.6498,-116.4306,84106,43.144884,-116.535366,49,0,29,12,2020,1,Other,5,0
health_fitness,48.73,Hawthorne,California,33.9143,-118.3493,93193,33.065814,-118.1009,24,16,12,1,2019,5,Other,0,0
grocery_net,34.84,Altonah,Utah,40.3207,-110.436,302,39.561167,-110.169498,29,5,9,1,2019,2,Other,3,0
health_fitness,48.83,Sun City,California,33.7467,-117.1721,54287,33.510273,-117.530454,48,20,28,12,2020,0,Arte,2,0
kids_pets,134.15,Ruidoso,New Mexico,33.3305,-105.6933,8874,33.876025,-105.737523,20,23,28,12,2020,0,Other,2,0
health_fitness,102.54,Daly City,California,37.6787,-122.478,107941,37.049231,-122.916859,28,15,20,1,2019,6,Other,2,0
gas_transport,54.61,Roseland,Nebraska,40.4591,-98.5551,463,39.958161,-99.188312,72,6,27,12,2020,6,Salud,3,0
misc_net,195.82,Napa,California,38.4549,-122.2564,94014,39.32761,-122.468746,34,4,21,1,2019,0,Other,5,0
shopping_net,7.35,Moab,Utah,38.5677,-109.5271,9772,39.089054,-109.986815,31,18,30,12,2020,2,Ejecutivos,3,0
gas_transport,48.64,Hooper,Nebraska,41.6414,-96.5232,1745,40.971578,-96.647151,47,11,31,12,2020,3,Ingeniería y Técnicos,4,0
shopping_pos,1.22,San Diego,California,32.7185,-117.1593,1241364,31.816245,-117.278201,32,18,14,1,2019,0,Other,4,0
kids_pets,27.58,Gardiner,Oregon,43.7857,-124.1437,260,42.823617,-124.350856,64,21,30,12,2020,2,Ingeniería y Técnicos,3,0
kids_pets,157.52,Moriarty,New Mexico,34.9889,-106.0609,7268,35.977555,-106.868273,31,13,13,1,2019,6,Salud,2,0
gas_transport,79.39,Port Costa,California,38.046,-122.1866,198,38.500345,-121.238141,60,8,9,1,2019,2,Ejecutivos,3,0
grocery_pos,132.88,Grenada,California,41.6125,-122.5258,589,42.228966,-122.770464,74,7,20,1,2019,6,Other,5,0
grocery_pos,186.06,Burbank,Washington,46.1966,-118.9017,3684,46.17091,-118.67571,39,11,31,12,2020,3,Arte,5,0
kids_pets,7.79,Mesa,Idaho,44.6255,-116.4493,129,44.184708,-116.537467,54,22,14,1,2019,0,Other,0,0
shopping_net,6.04,Ashford,Washington,46.7531,-121.9898,759,46.423138,-121.277145,64,10,29,12,2020,1,Other,4,0
shopping_net,58.83,Sun City,California,33.7467,-117.1721,54287,33.684399,-117.315709,47,18,9,1,2019,2,Arte,5,0
home,16.62,Ashford,Washington,46.7531,-121.9898,759,47.054243,-122.132338,64,15,31,12,2020,3,Other,4,0
grocery_net,53.26,Burbank,Washington,46.1966,-118.9017,3684,45.97416,-118.460038,38,6,4,1,2019,4,Arte,0,0
home,45.77,Utica,Missouri,39.7417,-93.6289,271,40.293629,-92.654355,48,14,28,12,2020,0,Other,0,0
shopping_pos,6.64,Llano,New Mexico,36.1486,-105.6648,247,36.911731,-106.50235,59,7,31,12,2020,3,Ingeniería y Técnicos,5,0
shopping_pos,4.44,Wales,Alaska,64.7556,-165.6723,145,64.773989,-166.410533,81,8,31,12,2020,3,Administradores,4,0
gas_transport,56.74,Glendale,California,34.1556,-118.2322,172817,34.530109,-117.333757,38,4,31,12,2020,3,Other,2,0
misc_pos,162.51,Superior,Arizona,33.2887,-111.0985,2872,33.931699,-111.909543,33,0,28,12,2020,0,Ingeniería y Técnicos,2,0
grocery_pos,150.28,Browning,Missouri,40.029,-93.1607,602,39.483947,-92.79946,65,10,17,1,2019,3,Other,5,0
grocery_pos,195.61,Lake Oswego,Oregon,45.4093,-122.6847,42817,46.164787,-121.768974,38,1,29,12,2020,1,Other,4,0
gas_transport,62.68,June Lake,California,37.7773,-119.0825,633,37.678362,-119.197265,92,1,18,1,2019,4,Ejecutivos,4,0
food_dining,108.4,Lake Oswego,Oregon,45.4093,-122.6847,42817,44.505584,-121.971632,37,20,15,1,2019,1,Other,0,0
home,58.29,Wheaton,Missouri,36.7651,-94.0492,760,35.816767,-94.140451,35,12,28,12,2020,0,Ejecutivos,2,0
grocery_pos,98.24,Carlotta,California,40.507,-123.9743,1139,41.13367,-124.815593,68,1,14,1,2019,0,Salud,5,0
grocery_pos,47.58,Phoenix,Arizona,33.8155,-112.1202,1312922,33.559334,-111.587021,20,11,11,1,2019,4,Salud,5,0
misc_pos,2.59,Riverton,Wyoming,43.0351,-108.2024,19408,43.39023,-108.021415,27,21,28,12,2020,0,Educación,3,0
misc_pos,27.54,Helm,California,36.4992,-120.0936,123,37.230881,-120.889764,47,10,26,12,2020,5,Educación,2,0
entertainment,35.59,Lakeport,California,39.047,-122.9328,11256,38.820577,-123.181503,48,16,29,12,2020,1,Other,3,0
kids_pets,35.16,Portland,Oregon,45.5303,-122.7033,841711,46.473128,-122.988474,56,23,13,1,2019,6,Ingeniería y Técnicos,0,0
entertainment,6.49,Kansas City,Missouri,38.9621,-94.5959,545147,38.000902,-94.354983,32,14,14,1,2019,0,Other,0,0
home,151.56,Vancouver,Washington,45.6892,-122.6616,299480,45.320478,-122.507812,34,20,14,1,2019,0,Other,3,0
grocery_pos,120.5,Kent,Oregon,45.0838,-120.6649,60,44.441872,-121.172509,78,1,30,12,2020,2,Ejecutivos,4,0
food_dining,36.6,Moab,Utah,38.5677,-109.5271,9772,37.666227,-108.754492,30,14,1,1,2019,1,Ejecutivos,4,0
misc_net,6.08,Ballwin,Missouri,38.577,-90.5255,92608,38.908429,-90.646151,19,22,31,12,2020,3,Ingeniería y Técnicos,4,0
shopping_pos,1.99,Centerview,Missouri,38.7897,-93.8702,2368,38.173654,-94.595877,30,23,8,1,2019,1,Ingeniería y Técnicos,3,0
grocery_pos,39.59,Newberg,Oregon,45.3099,-122.9685,28278,44.842439,-123.633742,43,6,29,12,2020,1,Ingeniería y Técnicos,5,0
shopping_pos,13.56,Luray,Missouri,40.4931,-91.8912,519,41.150062,-91.060816,54,3,28,12,2020,0,Other,4,0
grocery_net,88.28,Lake Oswego,Oregon,45.4093,-122.6847,42817,46.265772,-123.245567,38,1,28,12,2020,0,Other,4,0
shopping_pos,5.52,Phoenix,Arizona,33.8155,-112.1202,1312922,33.425035,-112.756623,20,16,8,1,2019,1,Salud,4,0
shopping_pos,7.59,Luray,Missouri,40.4931,-91.8912,519,40.84565,-91.025753,53,11,6,1,2019,6,Other,4,0
misc_pos,27.52,Meridian,Idaho,43.6498,-116.4306,84106,43.251792,-117.378569,48,1,15,1,2019,1,Other,0,0
food_dining,53.3,Crownpoint,New Mexico,35.7206,-108.0271,5662,35.118496,-107.738767,31,14,29,12,2020,1,Ejecutivos,3,0
grocery_pos,221.77,Newhall,California,34.3795,-118.523,34882,34.792885,-118.026857,49,5,30,12,2020,2,Other,4,0
grocery_net,26.41,Meridian,Idaho,43.6498,-116.4306,84106,43.340734,-116.456125,49,11,27,12,2020,6,Other,2,0
home,10.52,Camden,Missouri,39.2048,-94.0259,464,38.999065,-93.079238,60,16,14,1,2019,0,Ingeniería y Técnicos,0,0
health_fitness,74.14,Fiddletown,California,38.5234,-120.6763,832,38.080364,-120.457712,33,17,29,12,2020,1,Ejecutivos,0,0
personal_care,14.73,Orient,Washington,48.8878,-118.2105,149,48.839684,-117.76752,41,13,21,1,2019,0,Educación,3,0
misc_pos,54.31,Tekoa,Washington,47.2271,-117.0819,895,47.829752,-117.830261,20,22,21,1,2019,0,Ingeniería y Técnicos,2,0
grocery_pos,251.96,Newhall,California,34.3795,-118.523,34882,34.209317,-117.676437,48,4,2,1,2019,2,Other,5,0
shopping_pos,1.03,Redford,Missouri,37.3272,-91.0243,241,36.737515,-91.100135,46,23,29,12,2020,1,Other,4,0
home,36.41,Newhall,California,34.3795,-118.523,34882,33.88653,-119.285845,48,13,13,1,2019,6,Other,0,0
personal_care,128.57,Tekoa,Washington,47.2271,-117.0819,895,46.770708,-117.179994,21,22,24,12,2020,3,Ingeniería y Técnicos,2,0
shopping_pos,6.56,Ballwin,Missouri,38.577,-90.5255,92608,39.254627,-90.782687,19,13,28,12,2020,0,Ingeniería y Técnicos,4,0
kids_pets,57.66,Burlington,Washington,48.4786,-122.3345,14871,49.372739,-123.23309,46,20,28,12,2020,0,Ejecutivos,2,0
home,50.35,Rocky Mount,Missouri,38.2911,-92.7059,1847,37.958362,-93.24242,31,17,4,1,2019,4,Other,2,0
misc_net,44.18,Independence,Missouri,39.1412,-94.3515,123373,39.00715,-94.941064,28,5,25,12,2020,4,Ingeniería y Técnicos,5,0
shopping_net,2.67,Altonah,Utah,40.3207,-110.436,302,41.206319,-110.418394,30,16,26,12,2020,5,Other,4,0
shopping_pos,1.67,Hooper,Nebraska,41.6414,-96.5232,1745,41.862667,-97.363459,46,17,18,1,2019,4,Ingeniería y Técnicos,3,0
health_fitness,66.75,Burlington,Washington,48.4786,-122.3345,14871,48.009013,-122.789317,45,18,18,1,2019,4,Ejecutivos,2,0
food_dining,10.69,Norwalk,California,33.9056,-118.0818,105549,33.71026,-118.855076,46,15,11,1,2019,4,Other,0,0
shopping_pos,16.67,Colorado Springs,Colorado,38.8881,-104.6556,525713,37.920191,-104.007111,28,16,29,12,2020,1,Ejecutivos,3,0
kids_pets,4.0,Wales,Alaska,64.7556,-165.6723,145,64.091257,-166.084984,80,19,20,1,2019,6,Administradores,0,0
health_fitness,15.19,Jelm,Wyoming,41.0539,-106.0763,100,40.218286,-106.982109,45,21,7,1,2019,0,Other,2,0
kids_pets,57.83,Grenada,California,41.6125,-122.5258,589,40.955857,-121.760021,75,20,30,12,2020,2,Other,4,0
misc_pos,30.25,Athena,Oregon,45.8289,-118.4971,1302,45.323617,-118.095258,43,1,14,1,2019,0,Other,3,0
kids_pets,56.29,Hawthorne,California,33.9143,-118.3493,93193,33.113728,-119.117945,25,13,29,12,2020,1,Other,2,0
kids_pets,47.31,Paauilo,Hawaii,20.0271,-155.3697,1490,20.46735,-155.262393,29,17,27,12,2020,6,Ingeniería y Técnicos,2,0
grocery_pos,201.0,Lakeport,California,39.047,-122.9328,11256,39.319276,-123.667492,48,4,30,12,2020,2,Other,4,0
misc_net,90.26,Meadville,Missouri,39.7795,-93.3014,964,38.904059,-93.070558,45,1,20,1,2019,6,Ejecutivos,4,0
shopping_pos,115.78,Red Cliff,Colorado,39.4584,-106.3851,277,40.139563,-106.323798,34,14,11,1,2019,4,Ejecutivos,4,0
health_fitness,74.37,Athena,Oregon,45.8289,-118.4971,1302,46.551424,-118.956272,44,12,27,12,2020,6,Other,2,0
entertainment,82.53,Kissee Mills,Missouri,36.6704,-93.0377,1201,36.159759,-92.070383,40,19,26,12,2020,5,Ingeniería y Técnicos,0,0
food_dining,104.95,Moab,Utah,38.5677,-109.5271,9772,39.497974,-110.518448,30,19,8,1,2019,1,Ejecutivos,2,0
misc_pos,4.91,Parker,Colorado,39.5102,-104.7216,84861,39.502652,-103.829693,88,6,30,12,2020,2,Ingeniería y Técnicos,3,0
kids_pets,55.42,Browning,Missouri,40.029,-93.1607,602,39.596348,-92.272318,66,17,29,12,2020,1,Other,3,0
misc_pos,6.7,Valentine,Nebraska,42.8062,-100.6215,4005,42.342623,-100.875235,74,10,17,1,2019,3,Ingeniería y Técnicos,2,0
home,53.03,Arnold,Missouri,38.4305,-90.387,35439,38.045601,-90.974799,34,20,9,1,2019,2,Other,2,0
grocery_pos,203.27,Meridian,Idaho,43.6498,-116.4306,84106,43.955704,-116.649342,48,7,4,1,2019,4,Other,4,0
kids_pets,112.38,Sun City,California,33.7467,-117.1721,54287,33.691685,-117.539755,47,20,20,1,2019,6,Arte,2,0
travel,28.87,Unionville,Missouri,40.4815,-92.9951,3805,39.71404,-93.975043,69,20,4,1,2019,4,Other,4,0
personal_care,54.19,Independence,Missouri,39.1412,-94.3515,123373,38.412594,-93.644486,27,21,11,1,2019,4,Ingeniería y Técnicos,0,0
shopping_pos,6.6,San Diego,California,33.0067,-117.069,1241364,33.616805,-116.465569,60,4,2,1,2019,2,Administradores,4,0
grocery_net,44.9,Phoenix,Arizona,33.5623,-112.0559,1312922,34.525795,-112.439203,39,6,28,12,2020,0,Other,0,0
misc_net,17.62,Phoenix,Arizona,33.5623,-112.0559,1312922,32.88916,-111.987299,39,9,30,12,2020,2,Other,3,0
home,145.34,Brashear,Missouri,40.1959,-92.4333,805,39.467607,-93.161019,50,17,25,12,2020,4,Educación,0,0
misc_pos,475.38,Paauilo,Hawaii,20.0271,-155.3697,1490,19.480925,-156.250367,28,19,3,1,2019,3,Ingeniería y Técnicos,2,0
shopping_net,9.94,Rocky Mount,Missouri,38.2911,-92.7059,1847,38.900119,-92.713577,32,17,27,12,2020,6,Other,3,0
home,55.5,Roseland,Nebraska,40.4591,-98.5551,463,39.82662,-97.731831,72,22,24,12,2020,3,Salud,2,0
shopping_pos,32.96,Mound City,Missouri,40.1362,-95.2138,1631,40.978002,-95.125657,67,3,28,12,2020,0,Other,4,0
food_dining,71.31,Kansas City,Missouri,38.9621,-94.5959,545147,38.672721,-95.318182,32,17,2,1,2019,2,Other,2,0
food_dining,21.6,Napa,California,38.4549,-122.2564,94014,38.035239,-121.809723,34,21,12,1,2019,5,Other,0,0
kids_pets,1.11,Hooper,Nebraska,41.6414,-96.5232,1745,42.538253,-97.139383,46,18,15,1,2019,1,Ingeniería y Técnicos,3,0
food_dining,131.01,Napa,California,38.4549,-122.2564,94014,38.358314,-122.063565,35,23,26,12,2020,5,Other,0,0
entertainment,70.78,Fiddletown,California,38.5234,-120.6763,832,39.360844,-119.901472,32,21,13,1,2019,6,Ejecutivos,0,0
home,43.32,Cascade Locks,Oregon,45.671,-121.8686,1288,46.018094,-121.014316,84,17,29,12,2020,1,Other,0,0
personal_care,49.14,Issaquah,Washington,47.4974,-122.0107,50489,48.030208,-121.761097,36,19,31,12,2020,3,Other,4,0
food_dining,65.25,Alva,Wyoming,44.6873,-104.4414,110,44.296595,-103.732963,47,23,26,12,2020,5,Administradores,0,0
shopping_pos,3.41,Redford,Missouri,37.3272,-91.0243,241,37.907524,-90.030241,45,21,7,1,2019,0,Other,3,0
kids_pets,30.09,Norwalk,California,33.9056,-118.0818,105549,33.518496,-118.754602,47,17,27,12,2020,6,Other,3,0
shopping_pos,142.04,Helm,California,36.4992,-120.0936,123,36.396593,-120.789394,47,4,28,12,2020,0,Educación,3,0
grocery_pos,92.16,Paradise Valley,Arizona,33.5494,-111.9565,17047,33.825352,-111.858381,85,11,28,12,2020,0,Other,5,0
home,89.17,Carroll,Nebraska,42.277,-97.1926,566,41.403626,-96.789192,44,19,5,1,2019,5,Other,0,0
entertainment,59.8,Littleton,Colorado,39.5994,-105.0044,320420,40.292353,-104.989425,45,23,30,12,2020,2,Ingeniería y Técnicos,0,0
misc_pos,30.33,Kissee Mills,Missouri,36.6704,-93.0377,1201,35.983557,-93.92736,39,9,5,1,2019,5,Ingeniería y Técnicos,3,0
shopping_net,3.55,Malad City,Idaho,42.1808,-112.262,4154,42.996609,-111.604981,57,0,8,1,2019,1,Ejecutivos,4,0
